review_text,sentiment
this was our first visit to nycand we were not disappointed we spent nights at the hotel and from the moment we arrived to our sad day of departure we had an incredible timeour room was on the th floor away from the street the king size bed and spacious bathroom were greatly appreciated from the delicious continental breakfast to the complimentary water a real treat before starting your day of walking juice and sweets to the fun wine and cheese before setting out for the evening entertainment the staff and hotel itself never disappointed usstaying in this boutique hotel where the staff knows who you are and is attentive to your needs is the only way to travelthank you,Positive
i visit new york frequently and have spent time at many hotels in the city i have to say that the casablanca was by far the most convenient and the best value not only is it a very clean pretty hotel but its in the most wonderful location the heart of the theatre district its very pleasant dining room serves a wonderful complimentary breakfast and there is free high speed internet connections in the rooms also without extra cost true its rooms are small and you wont get the great new york skyline views from its windows but if you are a woman traveling alone or a couple with children this is a cozy safe environment filled with motivated staff members who really do care that you have a nice stay they couldnt have been nicer especially hassan i would definitely go back,Positive
this was my st time in ny and could not have been any betterthe casablanca hotel was chosen based on other tripadvisor reviews and i could not be happier the location is absolutely amazing times square on the doorstep broadway just therethe rooms were great and the whole atmosphere was excellent i hope i have a chance to go back to ny the hotel will be of couse the casablanca,Positive
i stayed in april for nights i will start with the positives this hotel is in a great location if you want to go to the theater a few times while in new york city the included breakfast is very good and includes fresh fruit salad cereals yogurt muffins bread and hard boiled eggs the bed was very comfortable and the noise from the street was not excessive when i used my silicone earplugs i did not hear the other hotel guests when i was in my room the rooms are very small in my room in particular the carpet was shabby and had some stains on it it needs to be replaced the blinds did not cover the window completely for privacy and although the window was facing inwards away from the street people were going up and down the fire escapes outside the room occasionally the television was against the left wall and not on the wall facing the bed so could not be viewed comfortably i had a shower in my bathroom and not a bathtub overall since i was planning on seeing plays in the evenings of my stay this hotel was very convenient but if this had not been my intent i think i could get a better hotel for almotst per night a few blocks away from times squarei did receive a request by email from the hotel management to give feedback about my stay and did reply with the above comments however up until now i have had no acknowledgement that they received my feedback,Positive
my friend and i stayed in a double room from may to may to celebrate her birthday from the moment we arrived until the moment we sadly left everyone there couldnt have been nicer the staff was tremendously friendly and helpful the room was great very comfortable beds nice bathroom with all the amenities great water pressure in the shower too very clean the best part was ricks cafe lots of choices for breakfast good coffee great wine and cheese every night a pc and the internet available for free i cant say enough about how pleasant and relaxing our stay was and the location was unbeatable we walked everywhere the show we came to see was only two blocks away the restaurant next door tony dinapolis was very good for the price plenty of other convenient shops and eateries just around the corner for all our other needs i was amazed at how quiet our room was at night no street noise whatsoever where we were very cozy it was like an oasis in the most bustling part of the cityi cant say enough about how much we thoroughly enjoyed this hotel and found it to be worth every penny i definitely will not only stay here again ill only stay here whenever i come to ny which i hope will be once or twice a year from now on,Positive
the casablanca is a few yards from time square but you would never know it once you step inside you are greeted by the most attentive staff you can imagine the second floor lounging and patio area is fabulous complete with piano player and cocktails in the evening you feel like you have entered another world when you leave the hassle and bustle of the new york streets and step into the comfort and tranquility of the casablanca from now on i wont stay anywhere else,Positive
the location of this hotel is perfect for anyone seeing a show on broadway it is such a short walk to the theaters it is amazing and the location though just a few steps from broadway and the hubbub or times square is relatively quiet there is a parking garage right next door and a diner on the other side if you are into that sort of thing there is a subway stop very nearby or a several blocks walk to grand central station so you can get to anywhere in the city by subway if you do not want to move your car it is not too bad of a walk to other major sites we actually took the subway to the metropolitan museum of art but decided to walk back through central park and past rockefeller center it was a long walk but definitely doablethe one thing is that the room is very small i understand that is normal for nyc hotels but for someone who has not stayed in an nyc hotel before i wanted to mention when people say small they mean small we had difficulty setting our luggage out as there was really nowhere to put it it was also hard to keep the toiletries in the bathroom as there was not much in the way of shelf or counter space no room for a chair so we had to sit on the bed i guess i was expecting the small room to be a bit bigger than it was trust me it is smallthe decor was really nice and the free wine and cheese really made the hotel it was nice to be able to just sit and relax in ricks cafe for a nice quiet break there was also a small outdoor area off the main room that was nice to sit in we never saw anyone use it other than us the days we were there so it was like our private dining area duing breakfastoverall this place is a great place to stay,Positive
this was my first trip to nyc i selected the casablanca on the recommendation from a friend i am so glad that i did the location was so close to theaters restaurants and where we met our tour buses the room was small but adequate and nicely furnished the best part of the casablanca is rickswe had breakfast there every morning and enjoyed the snacks throughout the day i would highly recommend the casablanca,Positive
what a wonderful hotel my fiance and i stayed for six nights in april for my th birthday and we couldnt have picked a better place to stay for our first visit to new york in fact staying at casablanca we felt like privileged members of an intheknow club and felt sorry for people who go to new york and spend their money on bland chain hotelswe found casablanca in the dk new york top ten guidebook and when we saw it was so highly recommended on tripadvisor we knew we had to book i was hesitant about staying near times square because of the noise and crowds but as other reviewers point out you can barely hear a thing from outside the fact that casablanca is a relatively small hotel also makes for a calm atmosphere especially in ricks cafe which is a great place to unwind fantastic after a day pounding the streets of nyc the wonderful breakfast cheese and wine and complimentary snacks throughout the day all added to the great value of the casablanca but the highlight had to be the wonderful staff everyone seemed so pleased to have us stay there and were always smiling ready to chat and pleased to offer suggestions one morning i mentioned to john at reception that we were going out shopping and he promptly handed me a discount card for bloomingdales plus gave us some great tips for shopping downtown if you stay here make sure you ask for lots of tips on where to go as they will always be good onesi read a few reviews before we booked that mentioned the bedrooms are small we didnt find this to be the case and we booked a queen room the smallest there was plenty of room to move about lots of closet space and a lovely bathroom with very nice toiletries and gorgeous soft towels that were changed twice daily the temperature of the room we also found fine and the bed very comfortablethe only thing i would mention about the hotel is that it doesnt have a bar this didnt bother us at all there is complimentary wine between pm and plenty of bars around times square but i guess for some people this might be a disadvantage i found it made the place feel more like home to be honest but it depends what kind of experience you want from a hotel if you want excellent service excellent quality acccommodation and to feel at home as soon as you arrive then pick casablanca you will have a great time,Positive
we really enjoyed our stay at the casablanca our room was spacious and clean and the staff were very friendly and helpful it was lovely to come back for cheese and wine in the evening served in a cosy drawing room the bustle of times square seemed very far away once inside this welcoming hotel wed definitely recommend it,Positive
the pleasant staff and phenomenal amenities made our stay very comfortable and relaxing we will stay here again,Positive
the hotels great location was ideal for walking safely to the shows i attended and for getting quickly on the bus the room was very clean and comfortable and the bathroom was modernized and spotless the staff couldnt have been more friendly and helpful the breakfast was a great convenience provided a lot of choices and was offered in a very comfortable nicely decorated room a nice way to start the day it was so pleasant to step out of the hustle and bustle of nyc into the comfortable ambience of the casablanca,Positive
the casablanca is the perfect place to stay after a long trip its so peaceful yet in the middle of everythingthe free tea coffee and internet proved very useful when planning a days sightseeing the breakfast was nice too and the rooms are big compared to what you expectthe staff were all very friendly and helpfultheres also a big supermarket across the road perfect for stocking up on all those yummy peanut butter themed american sweets which you cant get in the uk,Positive
me and my wife spedt nights at this charming hotel in april reading the latest comments on the hotel before we arrived i can strongly advise anyone to go to this hotel perfect location neartimes square but not noisy hotel is charming staff very friendly and helpful breakfast is simple but enough if someone wants more can have one in other hotels for usd per personhere its included in price rooms are not spacious but there is enough space i would not spend there weeks but for a few day more than enough they are clean and friendly summary best available hotel in this category for a reasonable price well be back if we can,Positive
omg this place was awesome thanks to john taboada the general manager and is wonderful staff everyone at this hotel made you feel special it was my friends birthday not only did they sing happy birthday to her but also presented her with a birthday cake you wont find that at a lot of hotelsi would stay here again in a new york minute the wine and cheese was excellent we had a suite and it was very nice and very clean this is definitly one of new yorks hidden gems,Positive
an excellent find the location is terrific just off times square convenient for all the major sights shops and shows the staff are very friendly and helpful nothing is too much trouble the rooms are spacious and well appointed with all necessary amenities this is a small hotel in terms of number of rooms which gives it a cozy family feel despite being next to times square it is not noisy the buffet breakfast included in the price was perfect for us though no hot food there is no restaurant in the hotel but it is not necessary as there are plenty of places to eat next door on either side and you can get room service from tonys italian restaurant the smoking deck is a lovely oasis free internet access and a printer always stocked with paper in the lounge was a nice touch plenty of free umbrellas for when it rains its not cheap but is great value for money we would highly recommend the casablanca for pleasure or business,Positive
just enjoyed a wonderful visit to new york city for theatergoing made relaxed and comfortable by the hotel casablanca this is a little gem of a hotel far more pleasant and personal than the huge nearby marriott marquis doubletree milford plaza etc ive stayed in them all and while the locations of these hotels are just a good for access to broadwaytimes square the hotel casablanca is more like staying in a lovely bampb in england the checkin and service are cozy and personal not like the frantic airport atmosphere at the big chains the rooms while on the small side all hotel rooms in nyc are smallunless you can afford a presidential suite are nicely decorated and comfortable as well as quiet which is a real bonus so near to neversleeping times square the bathroom with lovely moroccanblue tiles was unusually large and nicely appointed you enjoy the luxury touches of bottled water in the room bathrobes dvd players etc and the staff while not hovering over you were always available to do whatever you needed with quiet and pleasant efficiency whether it be to call a cab or recommend a nice play breakfast in ricks cafe was a real bonusmore than a simple continentalwith extras like hardboiled eggs and yogurts as well as good bagels pastries fresh fruit cereals and juices in short i would give a strongly positive recommendation to this hotel to anyone taking a trip to nyc especially if a calm and relaxed atmosphere is sought well done hotel casablanca,Positive
the casablanca hotel is a little of oasis of tranquility amidst the mayhem and madness of time square the hotel is a few steps from time square but you you would not know this once you are inside the staff are very helpful and the customer service is excellent they are willing to help you with everything from restaurant reservations to bus tickets the location is excellent and you can pick up tour buses from time square trains to all over new york and is withing walking distance of central park and rockefeller centre the rooms are quite colonial and very comfortable and clean the free cheese and wine of an evening is very welcome and a lovely touch overall we had a really enjoyable stay and would definitely recommend this hotel to anyone travelling to new york restaurant row on th street between th and th ave has lots of places to eat with a choice of several different cuisines do not pay the extortionate prices for the rides around the park you can pick up a ride in the park for a quarter of the price do not pay for a taxi from or to the airport you can get a bus for at bryant park or nd street port authority we paid for a taxi from newark airport but apparently it is cheaper from jfk or la guardia go to the top of the rock instead of the empire state as you can get an excellent view of the empire state from there,Positive
i chose this hotel for a spring break getaway with my year old daughter based on the reviews on tripadvisor the rooms were small but i knew that going in the casablanca had everythingfree internet great breakfast great location very clean rooms wonderful staffespecially vanessa at the front desk and the wonderful young ladies who worked in ricks cafe i will be recommending this hotel to all my friends who are visiting new york,Positive
we chose casablanca for our anniversary trip to new york because it is our favourite film however we were delighted to find that this hotel also lives up to its many excellent reviews and indeed exceeded our expectationsapart from the great location just off times square though providing an oasis of calm we found the room and bathroom comfortable and spotless the staff efficient helpful and charming and ricks cafe a real bonus with its breakfast buffet drinks and cookies and evening wine and cheesethe casablanca made our first trip to new york really special and we cant wait to return,Positive
i have just returned from a leisure trip to new york city with two girlfriends and wanted to share our experience in staying at the casablanca hotel it was wonderful location is the best right on times square one block from a main subway station wonderful restaurants etc the staff was superb always friendly and helpful going that extra mile to make our stay memorable entire hotel is tastefully decorated and kept very clean one of the most pleasant extras is the lounge area they provide with breakfast every morning cheese and wine in the evenings and the area is just a pleasant place to go sit and relax we loved it and when i go back to new york this will be the first place i check for accomodations,Positive
this is the best hotel i have ever stayed in hands down i do not say that lightly eithermy husband monthold and i arrived late one night looking like something the cats dragged in we were soaked after our block walk through the chilly rain after an extremely long day of traveling all the way from az with a toddler no less the staff member working the front desk checked us in rapidlywhat really tested their staff and allowed them to shine was the fact that our daughter vomited all over the room that same night after having eaten something we didnt realize had egg in it she is allergic we felt horrible that this had happened but they responded immediately new towels and blankets were brought in and stinky towels and sheets went out remember it was around pm by this time the next morning i asked if someone could steamclean the carpet i figured it would take a while but they told me someone would be there immediately sure enoughall throughout our night stay the staff greeted us with warm smiles and wanted to check up on our daughters wellbeing ive never stayed at a hotel and ive stayed at many who could care less how we are doing any time we requested anything at all they responded immediatelyeven without such an amazing staff the hotel itself stands on its own as beautiful cozy and conveniently located to countless nyc attractionswe loved partaking in the daily continental breakfast in the cozy spacious ndfloor lobby best continental breakfast ive seen at a hotel with lots of yummy pastries cereals fresh fruit juice coffee hot chocolate bagels even hardboiled eggsunlike all hotels weve stayed in there was virtually no wait ever for using the highspeed internet computer and printer super convenient when you need to look upprint directions somewherethis hotel is clearly not a quotfamilyquot hotel per se but nonetheless we felt really welcome there with our toddler nobody made us feel like we were imposing on the hotels vibe by bringing in a small child instead they seemed to view it as a special treat to the hotels community feeldid i remember to say that the hotel was pristinei would recommend this hotel to anyone in a heartbeat,Positive
first impressions on arrival after a long flight were very favourable friendly reception staff and the news that we had been given a free upgrade to a king sized room bed very comfortable room well decorated after an extensive facelift at the end of and spotlessly clean with a good sized bathroom and batha simple buffet style continental breakfast was provided with plenty of variety each evening a complimentary wine and cheese counter including tea and coffee was laid out between and and newspapers were providedthe overall decor had a very individual north africa feel and the furnishings were to a very high standardthe casablanca is on rd west street just off times square which is very convenient for all the sights of mid manhattan the subway is close by my only piece of advice would be to ask for a room at the side or back of the hotel as we could hear the occasional wail of police cars sirens during the night our room was at the nearest corner to times square on the th floor,Positive
we were looking for a small hotel to for our trip to new york with our granddaughter to celebrate her tenth birthday the casablanca was just the right place the fact that is was small and had lots of atmosphere to the balloons in the room for her plus milk and cookies at her beckon call we could not have ask for more the staff was delightful and ricks place for breakfast all of her favorites and wine and cheese my favorite made it perfect we enjoyed our stay and will return in the future for sure,Positive
this is one of the best hotels we have stayed in in terms of staff professionalism overall service and the added little extras that made our time in nyc one to remember its locaton to time square makes it ideal as a base for exploring nyc and once inside its doors you would never think you were so close to such a busy placeit was so quiet and relaxinga definate for anyone looking to get the best out of a visit to nyc,Positive
the room i stayed in was clean small but spacious enough for me and quiet i slept in one day after a late night and the place remained quiet until am when i go up the closet was large nearly walkin i used the iron and board both fine the shower was good good pressure decent soap hot water firm good mattress good pillows both firm and feather provided two of each and an extra in the closetwireless internet is free as it should be never pay for internet access but a little slowservice was great the front desk was helpful and friendly the maids were very goodthe location is probably great for tourists really right on times square i was there on business and no interested in times square however the location worked for me because so many subway lines converge at times square it made getting around the city easyi did not try the included breakfast so cannot comment on thatrates are quite reasonable compared to the other similar boutique hotels that i stay in for business trips,Positive
we planned a getaway trip to nyc for a broadway show and exploring the city location was important but we also wanted a place where we could take a break relax and recharge during the day casablanca fit the bill to a quottquot and more just off time square we could access the subway system walk to a show and still be back in the hotel and enjoy ricks cafe nd floor lounge with comfortable seating coffee tea and cookies as well as breakfast and afternoon wine and cheese between excursions the staff couldnt have been more helpful and went out of their way to make our stay enjoyable we now have our nyc hotel for future stays and hope to take family there next year,Positive
a beautiful hotel with excellent service and amenities this will be our hotel whenever our travels take us to new york everyone who worked at the casablanca was helpful friendly and efficient,Positive
we just returned from an excellent stay at the casablanca the service was amazing the rooms beautiful and quiet and we loved ricks cafe at any time you can get iced tea capuchinno expresso etc the breakfast was very nice croissants with cheese and ham in it bagels muffins fresh fruit yogurt cereal and more there was wine and cheese and a vegetable tray in the early evening and cookies and milk at night there was a computer with a printer and internet access they will suggest wonderful restaurants and make reservations for you i loved the tile in the bathroom the woodwork throughout the hotel and classy accent pieces you can check out dvds to watch in the room new york movies broadway show movies and of course casablanca the only slight complaint was that there wasnt a dresser for clothes but there were enough other drawers to put our clothes in,Positive
i have now stayed at the casablanca in summer and winter alone and with family for business and leisure trips and yes i have every intention of going backtwo main things draw me back the atmosphere and the location i am aware that the rooms are not gigantic but i dont spend a lot of time in the room when in in nyc even when i stayed alone for a week on a business trip with a lot of late nights on the laptop in my room to match the australian work hours i didnt find the room size restrictive but i did find that the friendliness of staff and other guests at breakfast and over evening drinks in ricks cafe wonderful the concept of ricks cafe is the cornerstone of the attraction of the hotel fruit pastries coffee and cold water are available all day and night perfect for grabbing a quick snack between meetings or tourist highlights in the morning the breakfast is fresh and plentiful and in the evenings the drinks and snacks are a great pretheatre treat people are friendly and chatty but its also easy to sit alone and read if thats your preferenceregarding location i find it easy to walk almost anywhere from times sq and the subway is right across the road if needed i cant say i enjoy how thick the times sq crowds get in midsummer but its easy to walk up rd to a less congested street to walk along and if youre a theatre nut like me being a minute walk tohome from the theatre and from the tkts booth is simply perfectissues the only problem i have ever had was one room facing the front street was a bit noisy for a light sleeper like me my daughter slept fine it was just me i could have resorted to ear plugs but when i spoke to the front desk they had moved us into a rear room in less than minutes problem solved,Positive
we stayed at the casablance hotel to celebrate my wifes th so we booked a junior suite first impression from the outside was oh no as it does not look very grand however we were welcomed by the doorman and receptionist in turn both very polite and inside it all looks very nice especially the loungeour room was ready so we were taken to the suite on the th floor overlooking the roadthey put a complimentary bottle of fizz which was a nice touch the room was spacious clean and had everything you could wantnow the first moan the web site states the rooms are sound proofed this turned out not to be the case as all night long we could hear the noise of the trucks pulling up at the building over the road a mixture of reversing signals trucks starting their engines and the odd police siren was enough for a disturbed sleep but when we complained they moved us to a quotbetterquot room a twin bedded junior suite at the back of the hotel this was more money but they did not charge us the extra this room was also noisy as you could hear the extractor fans humming all the time but as it was a continuous hum we did get some sleepin the morning there was continental breakfast and in the evening complimentary cheese and wine at all other times cookies and cakes and beverages in the loungethe hotel is yards from times square so is great as a base and wow time square is amazing at night there are so many places to eat drink in the road by the hotel youi dont have to stray far all high standard but with the current exchange rate was a little more than expected but hey this was a once in a lifetime tripcouple of down sides the hotel boasts free wireless but on the th amp th floors the signal is very weak also the tv signal is also poor including when watching a dvd when we were tired out from all the walking in nyctaxi from jfk is and to newark it was yellow cabs dont go there for some reasonoverall this was a pleasant stay everyone was helpful and friendly the hotel is immaculately clean and even the cleaners checked that we didnt need anything as per the title after a very hard days around ny it was a relaxing calm atmosphere in the hotel but boy does it change ouside,Positive
we had read the reviews beforehand so i was prepared for the tiny rooms we had our two boys with us and they slept on the pullout couch not sure why some people said they had to move the coffee table to the other room we were able to push it against the wall easily but yes the rooms are very tiny but with of us we managed fine and also be prepared for the outside noise as well there is no real soundproofing so if you are sensitive to noise while you sleep this might not be the best choice although the front desk was happy to supply us with ear plugs those were the only two real negatives about this hotel and like i said i had read the reviews so we were prepared for those the staff was amazing and very accommodating they were able to find us great seats to see wicked on just a few hours notice were helpful in finding restaurants in the area and just seemed glad to be able to assist us in any way the rooms were clean and the housekeeping was very efficient all in all a wonderful experience and you cannot beat the location just steps away from times square and we were able to walk to many other tourist locations as well,Positive
i found this hotel after reading about it on national geographic i was going to stay somewhere cheaper but decided to splurge for our anniversary the hotel is very well positioned steps from time square for walking or taking the subway the breakfast is great fresh fruit salad yoghourt bagels croissants danish pastries hardboiled eggs fresh fruit fresh juices coffee tea espresso cappuccino cafe latte etc the fresh fruit and hot drinks are available all day the wine and cheese in the evening is also very good there is a computer and printer available and highspeed internet in the bedrooms the staff are really friendly and helpful i would definitely recommend this hotel,Positive
we arrived at am and our room was already ready for us everything was perfect we took advantage of the wine and cheese both days of our stay it was so great to relax after a full day and plan the evening in such a friendly environment breakfast was excellant as well we will be back,Positive
i just returned from a four night stay at the casablanca with my teenage daughter the casablanca lived up to all of the great things said about it on trip advisor which in all honesty i was a little bit skeptical that it was possible after our visit last week i wouldnt even consider staying anywhere else on a return trip to be able to step inside immediately from the hustle and bustle of times square head upstairs for tea and cookies in ricks cafe while enjoying the big screen and then retire for an uninterrupted nights sleep in our quiet and comfortable hotel room was fantastic our bathroom had beautiful tile work and included a high shower head for tall guests with plenty of powerful hot water pressure what amazed me each night was how incredibly quiet our room was room there was no street noise nor one single sound from nearby guest rooms we kept our bathroom window cracked a couple of inches each night and even then were never awakened not even an occasional siren awoke us being from the northwest we easily satisfied our caffeine habit each morning by walking around the corner literally steps to the starbucks at broadway amp rd for a latte then returned to a wonderful breakfast in ricks cafe no offense to the coffee in ricks everyone on staff was extremely friendly and accommodating from the bell staff to the front desk to the hostesses in ricks cafe the casablanca has done a superb job of encouraging exemplary customer service among its employees we were literally greeted by name as we came and went we were sad to leave nyc wishing for one more day or two and the casablanca hotel is a big reason why it truly wrapped our visit inside a very pleasant experience,Positive
this is a good clean hotel at a good price for times square one big plus i didnt see referenced here was that it is adjacent to a parking garage that charges guests only bucks for hours a stunning bargain in this location im giving four instead of five stars only because i didnt think it was a quotfive starquot place in terms of luxury but for the combination of service cleanliness and value i doubt theres a better choice in times square my one nights stay was not as quiet as others have reported but i am an exceptionally light sleeper and didnt expect utter silence in this location anyway note that there was street noise but no noise from neighboring rooms the service lived up to its tripadvisor reputation very professional respectful and responsive in my particular room the quotmoroccanquot theme such as it was amounted to wicker furniture and moorish patterns in the window dressing if youve stayed in the ownership groups other places eg library hotel giraffe the level of comfort quality and customer service will be familiar,Positive
excellent location just off times square and suprisingly quiet and peaceful inside the hotel which made for a good nights sleep the hotel is a non smoking hotel which was great as neither the communal areas nor bedrooms smelled of stale smoke the room was a good size we booked a king bedded room which was a plus as lots of new york hotel rooms are tiny the room had a moroccan theme and was well maintained the bed was very comfortable a mini bar is provided but as with all hotels we didnt use it as it was expensive complimentary bottled water and a bar of belgian chocolate was provided and replenished once consumed the only negative was the room temperature it was fairly cold and the thermostat on the wall didnt seem to work we reported this to reception on our way out for the evening when we returned the heating was working and the room was warm the only problem was that we could not adjust it turn it off using the thermostat on the wall we did not bother to speak to reception about this as it was fairly cold for the duration of our stay so we mostly wanted the heating on we were able to open the windows so used this to cool down the room when needed bathroom nice decor well maintained nice complimentary toiletries powerful shower only downside was the bath tub was small staff everyone from the maid to the reception staff smiled and said good morning in a genuine friendly manner the reception and ricks cafe staff were very welcoming and very helpful last trip to new york we stayed in the grand hyatt which was nice but very impersonal in comparison to the casablanca ricks cafe very relaxing place to chill out and take a break from the crazybusy streets of new york its a complementary cafe for guests which served continental breakfast wines and nibbles between pm and teascoffeees and cookies all day the breakfast was of a good standard easily comparable to the continental selections available in the large star chain hotels i was pleasantly surprised to find a good selection of twinnings teas black green peppermint and variety of fruit teas available there was also a computer provided for guests to use which was useful for checking out museum opening times etc i would not hesitate to recommend this hotel and would definately stay here again,Positive
just got back from a fantastic five night stay at this hotel we booked it based on the hotels location and the strength of the reviews on this website and werent at all disappointedthe hotel manages to remain quiet and peaceful despite the central location just off times square the rooms are fairly small but spotlessly clean and very comfortable the hotel staff are great very friendly and nothing is too much trouble we really enjoyed the cheese and wine each night a relaxing way to start your evening before going outthe hotel is only a short walk away from the hells kitchen area there is a great selection of restaurants along th avenue much better value than eating around times squareall in all a brilliant hotel in a great location would definitely stay there again,Positive
being an avid user of tripadvisor i found this hotel for a last minute trip to nyc for my wifes birthday the hotel was very centrally located to everything in times square as well as the subways as noted in many other reviews when you stay at casablance you do not even relaize you are in the city the hotel is very clean and the quotextrasquot like breakfast and the wine reception are excellent and very much distinguish the hotel from many others i would highly recommend this hotel to everyone and anyone who wants a very nice classy hotel that will go the extra mile before during and after your stay we will certainly be going back,Positive
my girlfriend and i spent three days at this hotel at the end of march originally was going to book the comfort inn since it was more in our price range and had decent ratings on tripadvisor then stumbled on the casablance reviews looked up the site and fell in love with the hotel we got a great rate direct to the hotel over the phone and decided to spend a little extra thank god the hotel did not disappoint in any way steps to times square small amp personal great customer service super clean comfy bedding great shower nice relaxing lounge ricks cafe open hr for energizing the batteries and having a morning meal or early evening snack all free even the toiletries they use are really good although we initially said all we wanted was a clean place to lay our heads at night we quickly realized that this hotel actually made our experience in the city so much better would stay there again in a heartbeat thanks vanessa and al this hotel is lucky to have you keep up the good work i am sending anyone who will listen your way,Positive
the only reason i went to casablanca was due to the trip advisors reviews im from queens and had a getaway weekendto see a play and simply stay overnightthe rates were goodand the room was very nice wine and cheese and other snacks are simply great the breakfast was very good also good location i must have passed this hotel several timesnever noticed it the inside is very cozy and quaint no kidsis a plusalsofor quiet time very friendly staff,Positive
my daughter and i spent three nights at the casablanca over her spring break we had a wonderful time the hotel is literally steps from times quare the staff is super and the amenities fantastic breakfast and the wine and cheese evening reception really make the visit special i would definitely stay there on my next visit to nyc thanks for all the reviews here on trip advisor that helped me make my decision ann k houston,Positive
believe the hype about this hotel its truemy wife and i stayed here st patricks day night after attending a concert in the city this hotel just amazed me i have never seen a company or organization as dedicated to customer service as this hotel is from the moment that we called to make a reservation you could tell that they value their customersthe hotel is about feet away from the nasdaq sign in times square and about a minute walk from the subway station we could watch the jumbotron in times square from our room the hotels parking is next door and is reasonable for midtown new york per day with a validation stamp from the hotel versus if i did not have the validationthe rooms are small that is the only thing bad that i can say about the hotel however they are immaculate and have been soundproofed so you dont hear that much of the noise from times square the hotel is decorated in a moroccan theme which my wife loved she also loved the happy hour wine and cheese i really wish that people who run other hotels would stay here just for one night to see how things are done they could learn a lot,Positive
stayed here based on tripadviser review and not dissapointed spend nights here rooms very comfortable and staff went out of their way to help from the minute we walked in the door complimentary breakfast and wine and cheese in the evening gave and free wireless internet fantastic would definately recommend this hotel for those visting new york,Positive
my girlfriend and i are from queens and we decided to do a night in the city thanks to trip advisor we found this place im going to keep it brief because of the great rating its pretty obvious how great this place isfirst of all its cheap compared to anything around it the location is perfect its in the building next to the nasdaq stock building right in times square everything you want to see is around it the staff is great we had tons of friendly people who were more than happy to take pictures of us or to help with the heat in the room there is the free continental breakfast and the free wine and cheese which is a great starter to a night now the rooms are small but its new york our room was nice but its everything else about the hotel that makes it great hotel,Positive
from stepping into reception after a long flight from the uk the casablanca staff made us feel welcome our room was a small suite on the fifth floor and although the hotel was only seconds away from the hustle and bustle of times square we could have been on a desert island it was so quiet ricks cafe on the nd floor offers an endless supply of tea and coffee and enough pastries to put on a few pounds during your stay this is where breakfast is served with once again enough to satisfy most the gem is the nightly cheese and wine offered by the hotel and served with a smile from hotel team the room was spotless and cleaned every day throughout our stay tonys restaurant right next door offers fantastic and well priced italian food most dishes serve between and people so go there hungry our only disappointment with the casablanca was having to say good bye after a fantastic stay as our flight was not until late evening the hotel were more than happy for us to chill out in ricks cafe after checking out until it was time to leave for the airport would we go back yes would we tell our friends without a doubt,Positive
we just returned from nights in new york city staying at the casablanca on recommendations from tripadvisor i was not disappointed its a lovely hotel reasonably priced for its location we paid a little under a night for a single room with king bed on the top floor times square is literally half a block out the door but somehow the casablanca seems like a quiet little boutique hotel anyway sandwiched between a couple of restaurants the front entrance is literally a doorway the staff is mostly friendly the decor is pretty cool based on the movie casablanca and the little details are well thought out downsides are relatively minor but need to be mentioned wifi is free throughout but was touchandgo in our room the only windows we had looked out the back onto fire escapes and the backs of other buildings from what ive heard thats preferable to a streetside room which can be noisy room was small and too hot elevator was tiny and slow no coffee maker in the room no bathroom heater even in a hot room one likes a little extra heat coming out of the shower no business center just one slow computer in the corner of the breakfast roomthe upside too many to mention free breakfast theres an espressocoffee machine in the breakfast room but the espresso that it makes is pretty lousy so stick to the quitegood drip coffee is hearty rooms are very very clean beds are comfy and have soft sheets and real blankets not those plastic blankets you get in chain hotels service was great i requested a small fan ahead of time and it was in the room when i got there location of course is ideal we were able to walk to a broadway play walk to central park walk to rockefeller center etc etc etc in short i highly recommend the casablanca,Positive
what a great experience at the casablanca hotel we have found a very friendly welcoming comfortable an quiet place to stay in new yorkwe came to visit the artexpo new york at the jacob k javits convention center it was only a few block away walking and on top of all its right on the spot of time square thanks for making our staying so nicejosee gauthier artist from quebec,Positive
i have stayed in nyc before so my expectations are reasonable for a hotel room in this price range i was very pleasantly surprised the room was nicely decorated incredibly clean and surprisingly roomy for a nyc hotel room in this price range it was a short walk from ny penn station but its also close to some subway stations i have already recommended it to a couple friends and i will definitely stay here again,Positive
we just returned from a two night stay and have determined we will definitely stay again the amenities this hotel offers free of charge are unbeatable the hotel is small rooms so guests can easily take the stairs to the lobby and nd floor gathering room no waiting on the elevator the hotel provides complimentary breakfast and in the evening complimentary wine and cheese from pm there is free wifi however the signal is a bit weak at least on the floor th where we stayed free guests passes to a nearby health club are provided the rooms are clean comfortable nice bathroom great hotel staff the location is excellent so if you are sick of the large hotel chains with hundreds of rooms where everything is a surcharge the casablanca is the answer what a find in the heart of time square,Positive
